Key	PY+T	Pho+T	IPA+T	PY-T	Pho-T	IPA-T	Tone	SyStruct	SyLen	OrthLen	PhoLen	FreqPM	Words	HomoDensity	Dominate-POS	Freq-Dominate-POS	Percent-Dominate-POS	Other-POSes	Num-Neighbors	R-Neighbors	A-Neighbors	S-Neighbors	Neighbors	Freq-Neighbors
Z @N									0.000	0	0	0.0		0		0	0.000		11	11	0	0	Z @, Z 1, Z uo, Z aU, Z u, Z oU, Z ua, Z a, Z ueI, Z aI, Z uaI	630488
z @r									0.000	0	0	0.0		0		0	0.000		17	16	0	1	z aI, z uo, z oU, z ueI, z aU, z 1, z u, z a, z @, oU @r, z eI, ioU @r, ueI @r, y @r, i @r, yE @r, @r	863752
Z @r									0.000	0	0	0.0		0		0	0.000		21	17	3	1	Z @, Z 1, Z uo, Z aU, Z u, Z oU, Z ua, Z a, Z ueI, oU @r, Z aI, Z uaI, ioU @r, ueI @r, y @r, i @r, yE @r, Z @ @r, Z oU @r, Z 1 @r, @r	712018
z 1									0.000	0	0	0.0		0		0	0.000		29	15	14	0	S 1, z aI, z uo, Z 1, z oU, s 1, z ueI, c 1, C 1, z aU, z u, r 1, z a, z @, z eI, @r z 1, z 1 ioU, z 1 uo, u z 1, i z 1, z 1 ueI, ueI z 1, ua z 1, ia z 1, iE z 1, aI z 1, z 1 y, ioU z 1, z 1 aU	2194351
Z 1									0.000	0	0	0.0		0		0	0.000		32	16	16	0	S 1, Z @, Z uo, s 1, c 1, Z aU, Z u, C 1, z 1, Z oU, Z ua, r 1, Z a, Z ueI, Z aI, Z uaI, i Z 1, Z 1 iaU, Z 1 ioU, ueI Z 1, Z 1 i, Z 1 iE, Z 1 y, u Z 1, Z 1 uaI, Z 1 ueI, Z 1 u, ioU Z 1, Z 1 aI, y Z 1, Z 1 @r, @ Z 1	1851041
z a									0.000	0	0	0.0		0		0	0.000		30	26	3	1	T a, z aI, p a, m a, n a, z uo, t a, z oU, z ueI, S a, l a, z aU, C a, z 1, f a, P a, z u, x a, K a, Z a, s a, z @, c a, z eI, a a, k a, z a N, z a n, z a u, a	2676003
Z a									0.000	0	0	0.0		0		0	0.000		33	27	5	1	T a, p a, Z @, m a, n a, Z 1, Z uo, t a, Z aU, S a, Z u, l a, C a, f a, Z oU, Z ua, P a, x a, z a, K a, Z ueI, s a, c a, Z aI, Z uaI, a a, k a, Z a N, Z a n, Z a iaU, Z a y, ia Z a, a	2538853
z aI									0.000	0	0	0.0		0		0	0.000		34	25	8	1	l aI, z uo, T aI, z oU, z ueI, t aI, c aI, k aI, x aI, K aI, m aI, z aU, P aI, z 1, p aI, z u, z a, s aI, z @, n aI, C aI, z eI, Z aI, S aI, ioU aI, z aI y, z uo aI, z aI i, z u aI, z aI iE, i z aI, z aI uo, uaI z aI, aI	864815
Z aI									0.000	0	0	0.0		0		0	0.000		30	26	3	1	z aI, Z @, l aI, Z 1, Z uo, T aI, Z aU, t aI, c aI, k aI, Z u, x aI, K aI, m aI, P aI, Z oU, Z ua, p aI, Z a, Z ueI, s aI, n aI, C aI, S aI, Z uaI, ioU aI, Z aI u, Z 1 aI, Z aI iaU, aI	1660006
z an									0.000	0	0	0.0		0		0	0.000		10	10	0	0	z aI, z uo, z oU, z ueI, z aU, z 1, z u, z a, z @, z eI	807458
